Paper_ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Oceanic_region,Area,Site,Size,System,Years_total,Date_start,Date_end,Run_mode,Yearly_trends_compared,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_period,Spawning_interval,Spawning_release_sites,Spawning_settlement_sites,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Orientation,Orientation_type,Growth,Growth_func,Sensory_ability,Sensory_impl,Sensory_extent,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_coupled,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_sites_settled,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_metrics_potential,Connectivity_matrix_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Survived_%,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,15,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,30,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,60,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,90,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,2,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,7,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,15,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,30,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,60,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,South-East Pacific,Chile,Chilean coast,Large,Open,60,2070,2100,Forecast,NA,TRUE,FALSE,NA,NA,NA,Temperate,TRUE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,90,NA,NA,All year,Daily,400,400,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
50,10.1371/journal.pone.0050998 ,Predicting Coral Recruitment in Palau’s Complex Reef Archipelago ,Golbuu Y,Palau International Coral Reef Center,PLOS One,2012,DS,West Pacific,Micronesia,Pulau Archipelago,Large,Open,NA,NA,NA,Forecast,NA,FALSE,FALSE,Acropora,Coral,Coral,Tropical,TRUE,NA,IBM,L,OSCAR,FALSE,0.5,Grid,80,TRUE,FALSE,NA,NA,Fixed,Random walk,Horizontal,1,Fixed,5,NA,NA,NA,30 mins,50,50,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,5,"Inner Reef, Outer Reef, Patch Reef",2,Fixed,45000,NA,NA,FALSE,30 mins,2250000,FALSE,FALSE,"Regression analysis, Spearmans Rank",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,0.1,0.65,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
51,10.1111/fog.12096,"Predicting early life connectivity of Antartic silverfish, an important forage species along the Antartic Peninsula",Mesa ML,The Marine Sciences Research Institute of the Italian National Research Council,Fisheries Oceanography,2015,DI,Southern Ocean,Antarctica Peninsula,Bransfield Strait,Large,Open,2,NA,NA,Forecast,NA,FALSE,FALSE,Pleuragramma antarctica,Antarctic silferfish,Fish,Polar,TRUE,AP,IBM,L,ROMS,FALSE,4,Grid,4500,TRUE,TRUE,Milne-predictor,240,Fixed,Random walk,Vertical,NA,NA,NA,NA,NA,"December 24, January 7, January 22",3 Times,NA,NA,Variable,NA,0,200,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Grid,64,NA,NA,NA,NA,FALSE,3 Times,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
52,10.3354/meps08376 ,Realized and potential larval connectivity in the Southern California Bight ,Watson JR,Institute for Computational Earth System Science,Marine Ecology Progress Series,2010,DS,Southern California Bight,USA,Southern California Bight,Medium,Open,7,1996,2002,Forecast,Both,FALSE,FALSE,Paralabrax clathratus,Kelp bass,Fish,Temperate,TRUE,NA,IBM,L,ROMS,TRUE,1,Grid,NA,FALSE,FALSE,NA,NA,Fixed,NA,NA,NA,Fixed,30,NA,NA,"June, July, September, October",NA,135,135,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,5,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Pearsons correlation coefficient,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
52,10.3354/meps08376 ,Realized and potential larval connectivity in the Southern California Bight ,Watson JR,Institute for Computational Earth System Science,Marine Ecology Progress Series,2010,DS,Southern California Bight,USA,Southern California Bight,Medium,Open,7,1996,2002,Forecast,Both,FALSE,FALSE,Sebastes atrovirens,Kelp rockfish,Fish,Temperate,TRUE,NA,IBM,L,ROMS,TRUE,1,Grid,NA,FALSE,FALSE,NA,NA,Fixed,NA,NA,NA,Fixed,60,NA,NA,"June, July, September, October",NA,135,135,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,5,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Pearsons correlation coefficient,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
52,10.3354/meps08376 ,Realized and potential larval connectivity in the Southern California Bight ,Watson JR,Institute for Computational Earth System Science,Marine Ecology Progress Series,2010,DS,Southern California Bight,USA,Southern California Bight,Medium,Open,7,1996,2002,Forecast,Both,FALSE,FALSE,Haliotis rufescens,Red abalone,Fish,Temperate,TRUE,NA,IBM,L,ROMS,TRUE,1,Grid,NA,FALSE,FALSE,NA,NA,Fixed,NA,NA,NA,Fixed,12,NA,NA,"June, July, September, October",NA,135,135,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,5,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Pearsons correlation coefficient,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
54,10.1093/icb/ics101 ,Reproductive Output and Duration of the Pelagic Larval Stage Determine Seascape-Wide Connectivity of Marine Populations ,Treml E,University of Queensland,Integrative and Comparative Biology ,2012,DS,Indo-Pacific,Indo-Pacific Ocean,Coral Triangle,Large,Open,3,1997,2001,Forecast,Between,FALSE,TRUE,NA,Coral,Coral,Tropical,TRUE,MGET,Density cloud,NA,ROMS,FALSE,12.5,Grid,NA,FALSE,TRUE,NA,NA,Fixed,Random walk,Horizontal,50,Fixed,60,NA,NA,Annual,NA,1002,1002,NA,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Linear,FALSE,NA,FALSE,NA,TRUE,Buffer,NA,TRUE,Fixed,NA,7,Coral reef,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,LMG & PMVD,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
54,10.1093/icb/ics101 ,Reproductive Output and Duration of the Pelagic Larval Stage Determine Seascape-Wide Connectivity of Marine Populations ,Treml E,University of Queensland,Integrative and Comparative Biology ,2012,DS,Indo-Pacific,Indo-Pacific Ocean,Coral Triangle,Large,Open,3,1997,2001,Forecast,Between,FALSE,TRUE,NA,Damselfish,Fish,Tropical,TRUE,MGET,Density cloud,NA,ROMS,FALSE,12.5,Grid,NA,FALSE,TRUE,NA,NA,Fixed,Random walk,Horizontal,50,Fixed,20,NA,NA,October-December,NA,1002,1002,NA,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Linear,FALSE,NA,FALSE,NA,TRUE,Buffer,NA,TRUE,Fixed,NA,9,Coral reef,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,LMG & PMVD,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
54,10.1093/icb/ics101 ,Reproductive Output and Duration of the Pelagic Larval Stage Determine Seascape-Wide Connectivity of Marine Populations ,Treml E,University of Queensland,Integrative and Comparative Biology ,2012,DS,Indo-Pacific,Indo-Pacific Ocean,Coral Triangle,Large,Open,3,1997,2001,Forecast,Between,FALSE,TRUE,NA,Anemonefish,Fish,Tropical,TRUE,MGET,Density cloud,NA,ROMS,FALSE,12.5,Grid,NA,FALSE,TRUE,NA,NA,Fixed,Random walk,Horizontal,50,Fixed,10,NA,NA,October-December,NA,1002,1002,NA,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Linear,FALSE,NA,FALSE,NA,TRUE,Buffer,NA,TRUE,Fixed,NA,2,Coral reef,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,LMG & PMVD,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
55,10.1002/aqc.2369,Reserve site selection for data-poor invertebrate fisheries using patch scale and dispersal dynamics: a case study of sea cucumber (Cucumaria frondosa) ,Shackell NL,Bedford Institute of Oceanography ,Aquatic Conservation: Marine and Freshwater Ecosystems,2013,DS,North-West Atlantic,Canada,Scotian Shelf,Large,Open,1,NA,NA,Forecast,Between,FALSE,FALSE,Cucumaria frondosa,Orange-footed sea cucumber,Echinoderm,Temperate,NA,NA,IBM,NA,CANOPA,FALSE,NA,NA,NA,FALSE,FALSE,RK4,NA,Fixed,Random walk,NA,NA,Fixed,40,NA,NA,March-June,Daily,9,9,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Region,NA,Fixed,7000,NA,NA,FALSE,Daily,850000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,360,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.029,0.043,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
56,10.1093/plankt/fbq107,Seasonal changes in connectivity routes among larval fish assemblages in a semi-enclosed sea (Gulf of California) ,Peguero-Icaza,Centro de Investigación Científica y de Educación Superior de Ensenada ,Journal of Plankton Research,2011,DS,Gulf of California,Mexico,Gulf of California,Medium,Closed,1,2002,2002,Forecast,Between,FALSE,TRUE,NA,NA,Fish,Tropical,TRUE,NA,IBM,L,HAMSOM,FALSE,1.3,Grid,4000,FALSE,TRUE,RK2,3600,Fixed,Random walk,Both,100,Fixed,30,NA,NA,December,Once,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,Fixed,400,NA,NA,FALSE,Yearly,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
